Material,Shift Indicator,Trace Serial No,Trace Date,Serial Number,Batch,Scan Date,Scan Time,"Brake sw. bracket Torque 
(Screw 1)","Brake sw. bracket Torque 
(Screw 2)",Clutch sw. bracket Torque (Screw 1),Clutch sw. bracket Torque (Screw 2),DBV torque (Bolt 1),DBV torque (Bolt 2),DBV torque (Bolt 3),DBV torque (Bolt 4),CMC Torque (Bolt 1),CMC Torque (Bolt 2),Pedal shaft_Assy_Torq,Pre_Play_mm,Brake Pedal_Crackoff_mm,Brake Pedal,Brake Pedal_Fullstr_mm,Brake Switch,Brake Pedal HS,ClutchPedal FreePlay,Clutch Pedal FullStroke,Clutch Pedal HS,Brake Pedal Crackoff,Brake Pedal,Brake Pedal Full Stroke,Brake Switch,Brake Pedal HS,Clutch Pedal Free Play,Clutch Pedal Full Stroke,,BPT1,BPT2,CPT1,CPT2,DT1,DT2,DT3,DT4,CT1,CT2,PST,PV,TR1BPCR,TR1BPFT,TR1CPFP,TR1CPFS,TR2BPCR,TR2BPFT,TR2CPFP,TR2CPFS
9650010950,SHIFTA,5243,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.762,4.515,4.523,5.438,22.028,22.012,22.050,22.035,23.073,23.103,0.00,5.29,20.04,80.498,110.114,19.942,9.017,0.00,0.000,0.000,19.94,82.389,110.878,22.026,10.612,15.28,142.146,27.389,5.025,4.507,4.552,5.152,22.042,22.028,22.035,22.057,23.073,23.103,0,5.28,16.59,113.375,15.72,135.504,19.94,110.878,15.28,142.146
9650010950,SHIFTA,5246,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.950,4.523,0.000,0.000,22.028,22.012,22.050,22.035,23.079,23.146,0.00,5.27,18.22,76.925,111.648,15.249,11.894,19.10,139.884,27.577,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,4.965,4.523,4.523,5.625,22.042,22.005,22.05,22.035,23.073,23.103,0,5.26,18.89,109.345,14.45,136.435,19.94,110.878,15.28,142.146
9650010950,SHIFTA,5247,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,5.025,4.507,4.552,5.152,22.042,22.028,22.035,22.057,23.073,23.103,0.00,5.28,16.59,76.758,113.375,13.812,9.975,15.72,135.504,21.893,19.94,82.389,110.878,22.026,10.612,15.28,142.146,27.389,4.83,4.537,5.242,5.1,22.042,22.028,22.035,0,0,0,0,5.28,16.02,113.566,10.34,135.410,16.87,107.330,15.37,141.924
9650010950,SHIFTA,5248,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.965,4.523,4.523,5.625,22.042,22.005,22.050,22.035,23.073,23.103,0.00,5.26,18.89,81.144,109.345,18.790,9.017,14.45,136.435,24.867,19.94,82.389,110.878,22.026,10.612,15.28,142.146,27.389,4.83,4.537,5.242,5.1,22.028,22.02,22.012,22.057,23.165,23.079,0,5.29,17.45,111.936,19.71,136.807,16.87,0.000,15.37,141.924
9650010950,SHIFTA,5249,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.830,4.537,5.242,5.100,22.042,22.028,22.035,0.000,0.000,0.000,0.00,5.28,16.02,76.288,113.566,13.332,13.236,10.34,135.410,21.706,16.87,78.087,107.330,15.723,9.746,15.37,141.924,22.171,4.545,4.755,5.452,4.523,22.012,22.042,22.042,22.02,23.208,0,0,5.41,0.00,0.000,0.00,0.000,16.97,111.746,15.37,135.941
9650010950,SHIFTA,5250,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.830,4.537,5.242,5.100,22.028,22.020,22.012,22.057,23.165,23.079,0.00,5.29,17.45,76.835,111.936,15.153,12.469,19.71,136.807,23.852,16.87,0.000,0.000,15.723,9.746,15.37,141.924,22.171,5.235,4.523,5.092,4.515,22.095,22.297,22.215,22.222,23.208,0,0,6.2,19.95,115.006,16.41,127.091,18.12,_109.727,14.50,137.371
9650010950,SHIFTA,5253,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.545,4.755,5.452,4.523,22.012,22.042,22.042,22.020,23.208,0.000,0.00,5.41,0.00,0.000,0.000,0.000,0.000,0.00,0.000,0.000,16.97,79.858,111.746,0.000,0.000,15.37,135.941,0.000,5.01,4.507,4.53,5.213,22.02,22.02,22.042,22.035,23.146,23.134,0,5.27,17.45,111.936,19.71,136.807,18.31,110.974,15.75,147.826
9650010950,SHIFTA,5258,11/10/22,8338793,03X0209164,11/10/22,2:58:35 PM,4.867,4.507,0.000,0.000,22.028,0.000,0.000,0.000,23.159,23.091,9.03,5.54,21.86,80.584,109.827,0.000,0.000,10.09,116.840,0.000,16.40,80.161,112.801,0.000,0.000,15.05,136.441,0.000,5.378,4.523,4.762,0,22.155,22.582,22.26,22.38,23.134,23.177,0,6.18,19.47,114.718,18.07,126.995,18.79,_109.729,14.65,137.339
9650010950,SHIFTA,5261,11/1/22,8308447,03X0209056,11/1/22,2:00:19 PM,5.235,4.523,5.092,4.515,22.095,22.297,22.215,22.222,23.208,0.000,0.00,6.20,19.95,79.527,115.006,0.000,0.000,16.41,127.091,0.000,18.12,77.931,109.727,0.000,0.000,14.50,137.371,0.000,4.838,4.507,4.515,4.987,22.028,22.035,0,0,23.146,23.134,0,5.28,20.71,111.456,15.54,134.572,18.31,110.974,15.75,147.826
9650010950,SHIFTA,5261,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.822,4.515,0.000,0.000,22.028,22.012,22.050,22.035,23.079,23.146,8.97,5.29,20.14,0.000,0.000,20.136,11.894,0.00,0.000,32.139,17.65,80.713,112.033,19.732,9.942,16.14,146.340,25.525,4.515,4.898,4.507,5.295,22.02,22.05,22.012,22.073,23.189,23.171,0,5.3,18.12,108.385,16.99,132.897,19.27,111.259,16.42,144.308
9650010950,SHIFTA,5262,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,5.010,4.507,4.530,5.213,22.020,22.020,22.042,22.035,23.146,23.134,0.00,5.27,17.45,76.835,111.936,15.153,12.469,19.71,136.807,23.852,18.31,78.333,110.974,17.447,9.652,15.75,147.826,22.079,4.92,4.507,0,0,22.028,22.012,22.05,22.035,23.079,23.146,0,5.28,18.22,111.648,22.19,0.000,17.83,109.824,15.29,141.808
9650010950,SHIFTA,5263,11/1/22,8308842,03X0209065,11/1/22,3:52:30 PM,5.378,4.523,4.762,0.000,22.155,22.582,22.260,22.380,23.134,23.177,0.00,6.18,19.47,79.617,114.718,0.000,0.000,18.07,126.995,0.000,18.79,77.838,109.729,0.000,0.000,14.65,137.339,0.000,4.545,5.302,0,0,22.05,22.035,23.903,22.028,23.11,23.122,0,6.01,19.46,111.552,15.45,124.855,19.95,0.000,17.83,0.000
9650010950,SHIFTA,5263,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.838,4.507,4.515,4.987,22.028,22.035,0.000,0.000,23.146,23.134,0.00,5.28,20.71,80.612,111.456,20.039,9.690,15.54,134.572,21.152,18.31,78.333,110.974,17.447,9.652,15.75,147.826,22.079,4.53,5.737,4.515,4.867,22.02,22.035,22.012,22.035,23.079,0,0,5.45,18.70,115.197,18.27,120.746,17.83,111.359,15.37,130.580
9650010950,SHIFTA,5264,11/7/22,8326745,03X0209153,11/7/22,2:00:01 PM,4.515,4.898,4.507,5.295,22.020,22.050,22.012,22.073,23.189,23.171,0.00,5.30,18.12,77.071,108.385,17.352,9.879,16.99,132.897,21.515,19.27,82.397,111.259,21.357,10.996,16.42,144.308,23.949,4.515,5.062,4.8,4.515,22.042,22.065,22.028,22.073,23.06,23.067,0,5.25,18.41,112.608,12.58,118.611,17.65,114.432,16.33,137.799
9650010950,SHIFTA,5265,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.965,4.523,0.000,0.000,22.042,22.005,0.000,0.000,23.073,23.103,8.97,5.26,18.89,81.144,109.345,18.790,9.017,14.45,136.435,24.867,19.94,82.389,110.878,22.026,10.612,15.28,142.146,27.389,0,0,0,0,22.042,22.028,23.535,22.042,23.226,23.134,0,6.01,20.90,112.513,18.17,125.322,18.98,109.535,0.00,0.000
9650010950,SHIFTA,5269,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.920,4.523,4.530,5.565,0.000,0.000,0.000,0.000,23.159,23.134,8.97,5.29,20.04,79.661,110.976,18.601,9.498,15.30,137.366,23.664,18.31,78.333,110.974,17.447,9.652,15.75,147.826,22.079,4.53,5.737,4.515,4.867,22.02,22.035,22.012,22.035,23.06,23.079,0,5.34,18.70,115.197,18.27,120.746,17.83,111.359,15.60,132.396
9650010950,SHIFTA,5270,11/7/22,8326099,03X0209149,11/7/22,10:49:07 AM,4.920,4.507,0.000,0.000,22.028,22.012,22.050,22.035,23.079,23.146,0.00,5.28,18.22,76.925,111.648,15.249,11.894,22.19,0.000,27.856,17.83,78.783,109.824,16.872,10.133,15.29,141.808,27.673,4.537,5.662,4.815,4.5,22.02,22.035,22.012,22.035,23.06,23.079,0,5.37,17.07,110.880,14.41,118.800,17.83,111.359,15.60,132.396
9650010950,SHIFTA,5281,11/15/22,8354578,03X0209207,11/15/22,9:57:11 AM,4.545,5.302,0.000,0.000,22.050,22.035,23.903,22.028,23.110,23.122,0.00,6.01,19.46,80.993,111.552,16.878,0.000,15.45,124.855,0.000,19.95,0.000,0.000,17.551,0.000,17.83,0.000,0.000,4.822,4.695,4.717,4.568,22.035,22.005,22.035,23.595,23.165,23.097,0,6.03,19.36,109.630,16.56,125.413,20.51,109.538,16.63,139.575
9650010950,SHIFTA,5282,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.545,4.755,5.452,4.523,22.042,22.035,22.020,23.565,23.103,23.091,9.00,5.16,20.62,80.296,116.061,0.000,0.000,15.91,120.940,0.000,16.97,79.858,111.746,0.000,0.000,15.37,135.941,0.000,4.507,5.01,4.507,4.673,22.005,22.132,22.012,22.035,23.079,0,0,6.19,19.66,112.032,12.78,119.636,14.20,113.379,16.62,136.041
9650010950,SHIFTA,5283,11/8/22,8330742,03X0209161,11/8/22,4:07:25 PM,4.530,5.737,4.515,4.867,22.020,22.035,22.012,22.035,23.079,0.000,0.00,5.45,18.70,80.754,115.197,0.000,0.000,18.27,120.746,0.000,17.83,80.229,111.359,0.000,0.000,15.37,130.580,0.000,4.56,5.557,4.943,4.507,22.005,22.028,22.028,22.005,23.778,23.11,0,5.24,20.13,112.125,17.97,119.444,19.28,116.348,15.59,139.212
9650010950,SHIFTA,5284,11/8/22,8330740,03X0209160,11/8/22,4:06:43 PM,4.515,5.062,4.800,4.515,22.042,22.065,22.028,22.073,23.060,23.067,0.00,5.25,18.41,78.737,112.608,0.000,0.000,12.58,118.611,0.000,17.65,79.329,114.432,0.000,0.000,16.33,137.799,0.000,4.86,4.507,4.537,5.722,22.02,22.012,22.02,22.012,23.079,23.134,0,5.96,17.17,117.021,15.90,129.332,17.08,_117.024,16.88,143.036
9650010950,SHIFTA,5284,11/15/22,8354578,03X0209207,11/15/22,9:57:11 AM,0.000,0.000,0.000,0.000,22.042,22.028,23.535,22.042,23.226,23.134,0.00,6.01,20.90,81.857,112.513,19.656,0.000,18.17,125.322,0.000,18.98,80.768,109.535,18.982,0.000,0.00,0.000,0.000,4.83,4.515,4.507,5.483,22.08,22.035,22.035,22.02,23.097,23.097,0,5.96,0.00,0.000,17.02,130.445,16.59,_113.763,15.34,142.546
9650010950,SHIFTA,5285,11/8/22,8330742,03X0209161,11/8/22,4:07:25 PM,4.530,5.737,4.515,4.867,22.020,22.035,22.012,22.035,23.060,23.079,0.00,5.34,18.70,80.754,115.197,0.000,0.000,18.27,120.746,0.000,17.83,80.229,111.359,0.000,0.000,15.60,132.396,0.000,4.747,4.523,4.515,5.497,22.012,22.02,22.05,22.035,23.085,23.048,0,5.94,16.40,115.581,17.86,126.898,17.85,_117.697,15.20,134.071
9650010950,SHIFTA,5289,11/8/22,8330742,03X0209161,11/8/22,4:07:25 PM,4.537,5.662,4.815,4.500,22.020,22.035,22.012,22.035,23.060,23.079,0.00,5.37,17.07,78.620,110.880,0.000,0.000,14.41,118.800,0.000,17.83,80.229,111.359,0.000,0.000,15.60,132.396,0.000,4.943,4.515,4.523,5.242,22.02,22.057,22.035,0,23.202,23.067,0,5.56,18.02,107.907,15.58,137.645,20.52,113.954,0.00,0.000
9650010950,SHIFTA,5289,11/15/22,8354578,03X0209207,11/15/22,9:57:11 AM,4.822,4.695,4.717,4.568,22.035,22.005,22.035,23.595,23.165,23.097,0.00,6.03,19.36,79.167,109.630,18.886,0.000,16.56,125.413,0.000,20.51,80.956,109.538,0.000,0.000,16.63,139.575,0.000,0,0,0,0,0,0,0,0,23.091,23.073,0,5.93,16.40,115.581,17.86,126.898,16.59,_113.763,15.34,142.546
9650010950,SHIFTA,5290,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.507,5.010,4.507,4.673,22.005,22.132,22.012,22.035,23.079,0.000,0.00,6.19,19.66,79.298,112.032,0.000,0.000,12.78,119.636,0.000,14.20,77.235,113.379,0.000,0.000,16.62,136.041,0.000,4.747,4.507,4.53,0,22.057,22.035,22.005,22.05,23.11,23.097,0,5.93,16.40,115.581,17.86,126.898,16.59,_113.763,15.34,142.546
9650010950,SHIFTA,5291,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.560,5.557,4.943,4.507,22.005,22.028,22.028,22.005,23.778,23.110,0.00,5.24,20.13,80.053,112.125,0.000,0.000,17.97,119.444,0.000,19.28,78.971,116.348,0.000,0.000,15.59,139.212,0.000,0,0,0,0,22.028,22.012,22.042,0,23.165,23.097,0,5.95,22.16,118.463,18.72,128.755,16.02,_112.418,16.31,140.167
9650010950,SHIFTA,5291,11/12/22,8347363,03X0209172,11/12/22,3:51:04 PM,4.860,4.507,4.537,5.722,22.020,22.012,22.020,22.012,23.079,23.134,0.00,5.96,17.17,77.658,117.021,0.000,0.000,15.90,129.332,0.000,17.08,81.829,117.024,0.000,0.000,16.88,143.036,0.000,4.515,5.22,4.905,0,22.035,0,0,0,23.128,0,0,6.25,18.25,79.556,15.28,129.495,15.62,102.717,14.00,135.773
9650010950,SHIFTA,5292,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.830,4.515,4.507,5.483,22.080,22.035,22.035,22.020,23.097,23.097,0.00,5.96,0.00,0.000,0.000,0.000,0.000,17.02,130.445,0.000,16.59,78.946,113.763,0.000,0.000,15.34,142.546,0.000,5.003,4.523,4.507,5.415,0,0,0,0,0,0,0,5.94,18.41,113.089,13.48,126.625,17.84,_112.609,15.84,145.142
9650010950,SHIFTA,5293,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.845,0.000,0.000,0.000,22.028,22.020,0.000,0.000,23.110,23.097,9.00,5.93,19.48,78.551,119.999,0.000,0.000,17.19,129.610,0.000,17.46,78.504,116.255,0.000,0.000,15.65,140.803,0.000,5.295,4.785,0,0,22.035,22.02,22.035,22.028,23.122,0,0,5.94,17.56,117.311,20.17,128.487,18.03,_114.143,16.51,140.615
9650010950,SHIFTA,5294,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.762,4.515,4.507,5.520,0.000,0.000,0.000,0.000,23.091,23.073,9.00,5.93,16.40,78.492,115.581,0.000,0.000,17.86,126.898,0.000,16.59,78.946,113.763,0.000,0.000,15.34,142.546,0.000,4.927,0,0,0,22.087,22.057,22.02,22.02,23.122,23.134,0,5.93,17.56,117.311,16.80,128.487,17.16,_111.550,15.49,141.209
9650010950,SHIFTA,5295,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.747,4.523,4.515,5.497,22.012,22.020,22.050,22.035,23.085,23.048,0.00,5.94,16.40,78.492,115.581,0.000,0.000,17.86,126.898,0.000,17.85,79.181,117.697,0.000,0.000,15.20,134.071,0.000,5.055,4.515,4.545,5.64,0,0,0,0,23.079,23.11,0,5.93,0.00,0.000,0.00,0.000,17.36,_117.025,16.31,138.657
9650010950,SHIFTA,5296,11/12/22,8347363,03X0209172,11/12/22,3:51:04 PM,5.115,4.523,0.000,0.000,22.095,22.028,22.042,22.042,23.140,23.202,9.00,5.91,17.55,77.253,115.003,0.000,0.000,18.46,128.486,0.000,15.83,78.961,115.104,0.000,0.000,0.00,144.204,0.000,5.19,4.515,4.523,5.505,22.042,0,0,0,23.208,23.073,0,5.93,19.47,116.638,17.12,126.993,17.36,_117.025,16.31,138.657
9650010950,SHIFTA,5297,11/7/22,8326739,03X0209152,11/7/22,1:58:01 PM,4.943,4.515,4.523,5.242,22.020,22.057,22.035,0.000,23.202,23.067,0.00,5.56,18.02,78.291,107.907,0.000,0.000,15.58,137.645,0.000,20.52,80.077,113.954,0.000,0.000,0.00,0.000,0.000,4.515,4.965,4.628,4.628,22.028,22.028,0,0,23.134,23.116,0,5.27,20.71,110.591,17.57,117.864,16.40,111.553,15.30,137.841
9650010950,SHIFTA,5297,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.091,23.073,0.00,5.93,16.40,78.492,115.581,0.000,0.000,17.86,126.898,0.000,16.59,78.946,113.763,0.000,0.000,15.34,142.546,0.000,4.92,4.515,4.537,5.273,22.05,0,0,0,23.128,23.091,0,5.56,18.02,107.907,15.58,137.645,20.52,113.954,16.81,147.245
9650010950,SHIFTA,5298,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.530,5.145,5.047,4.523,22.020,22.020,22.035,22.042,23.097,23.110,9.06,5.53,18.89,77.977,112.510,0.000,0.000,17.85,122.057,0.000,20.33,83.742,112.705,0.000,0.000,15.90,134.056,0.000,4.927,4.515,4.523,5.385,0,0,0,0,23.146,23.245,0,5.93,20.33,116.540,17.75,130.077,0.00,_  0.000,15.20,134.071
9650010950,SHIFTA,5298,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.822,4.507,4.515,5.610,0.000,0.000,0.000,0.000,0.000,0.000,9.00,5.95,18.89,77.257,115.293,0.000,0.000,19.12,130.720,0.000,16.50,78.859,114.434,0.000,0.000,16.19,134.873,0.000,4.507,4.777,4.515,5.07,22.05,22.042,22.08,22.05,23.11,23.085,0,5.76,19.95,114.046,19.60,127.367,19.08,_112.899,0.00,119.753
9650010950,SHIFTA,5299,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.747,4.507,4.530,0.000,22.057,22.035,22.005,22.050,23.110,23.097,0.00,5.93,16.40,78.492,115.581,0.000,0.000,17.86,126.898,0.000,16.59,78.946,113.763,0.000,0.000,15.34,142.546,0.000,4.92,4.515,4.523,0,22.035,22.035,22.02,22.028,23.054,23.079,0,5.93,0.00,0.000,0.00,0.000,19.18,_112.322,15.34,143.501
9650010950,SHIFTA,5300,11/8/22,8330742,03X0209161,11/8/22,4:07:25 PM,4.537,5.662,4.815,4.500,22.020,22.035,22.012,22.035,23.060,23.079,9.06,5.44,0.00,0.000,0.000,0.000,0.000,14.63,121.124,0.000,20.52,83.030,115.583,0.000,0.000,15.66,127.055,0.000,5.003,0,0,0,22.028,22.05,22.057,22.028,23.146,23.103,0,5.95,16.59,112.513,16.41,127.086,19.18,_112.322,15.34,143.501
9650010950,SHIFTA,5300,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,0.000,0.000,0.000,0.000,22.028,22.012,22.042,0.000,23.165,23.097,0.00,5.95,22.16,80.711,118.463,0.000,0.000,18.72,128.755,0.000,16.02,77.695,112.418,0.000,0.000,16.31,140.167,0.000,4.53,4.807,5.152,5.505,22.05,22.042,22.073,22.028,23.097,23.183,0,6.19,18.89,112.510,17.85,122.057,0.00,0.000,0.00,0.000
9650010950,SHIFTA,5301,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.537,5.497,4.515,4.860,22.042,22.057,22.028,22.035,0.000,0.000,9.00,5.90,20.62,80.296,116.061,0.000,0.000,15.91,120.940,0.000,16.97,79.858,111.746,0.000,0.000,15.37,135.941,0.000,5.055,4.515,0,0,22.028,0,0,0,23.079,23.11,0,5.93,19.47,116.638,17.12,126.993,17.36,_117.025,16.31,138.657
9650010950,SHIFTA,5301,11/12/22,8347297,03X0209170,11/12/22,3:43:20 PM,4.845,4.702,4.523,4.957,22.028,22.020,22.102,22.028,0.000,0.000,9.00,5.93,20.33,80.683,116.540,0.000,0.000,17.75,130.077,0.000,17.46,78.504,116.255,0.000,0.000,15.65,140.803,0.000,4.507,4.777,0,0,22.05,22.042,22.08,22.05,0,0,0,5.72,19.95,114.046,19.60,127.367,17.17,_111.936,16.29,139.882
9650010950,SHIFTA,5302,11/8/22,8330738,03X0209159,11/8/22,4:05:37 PM,4.515,5.220,4.905,0.000,22.035,0.000,0.000,0.000,23.128,0.000,0.00,6.25,18.25,69.397,79.556,0.000,0.000,15.28,129.495,0.000,15.62,70.130,102.717,0.000,0.000,14.00,135.773,0.000,4.537,5.662,4.815,4.5,22.02,22.035,22.012,22.035,23.06,23.079,0,5.62,17.07,110.880,14.41,118.800,20.52,115.583,15.66,127.055
9650010950,SHIFTA,5302,11/12/22,8347363,03X0209172,11/12/22,3:51:04 PM,5.003,4.523,4.507,5.415,0.000,0.000,0.000,0.000,0.000,0.000,0.00,5.94,18.41,79.405,113.089,0.000,0.000,13.48,126.625,0.000,17.84,79.687,112.609,0.000,0.000,15.84,145.142,0.000,5.003,4.523,4.507,5.415,22.095,22.028,22.042,22.042,23.14,23.202,0,5.91,18.41,113.089,13.48,126.625,16.31,_115.296,0.00,144.430
9650010950,SHIFTA,5303,11/12/22,8347363,03X0209172,11/12/22,3:51:04 PM,5.295,4.785,0.000,0.000,22.035,22.020,22.035,22.028,23.122,0.000,0.00,5.94,17.56,78.043,117.311,0.000,0.000,20.17,128.487,0.000,18.03,82.255,114.143,0.000,0.000,16.51,140.615,0.000,5.003,4.523,4.507,5.415,22.042,22.035,22.065,22.02,23.048,23.183,0,5.94,16.59,112.513,16.41,127.086,0.00,_  0.000,0.00,0.000
